"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Likes,Shares,Comments,Saves,Reach,Follows
17878534881542562,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","The Tasso Dining Table ✨

Clean lines, warm tones, and effortless style - there’s no wonder the Tasso was Izzy’s standout piece on set…",18,"04/09/2026 10:30",https://www.instagram.com/reel/DW61v3xOO3t/,"IG reel",,Lifetime,5412,35,6,1,4,4417,0
18102477838934828,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","GIVEAWAY CLOSED

To celebrate our 80th anniversary, we’re giving one lucky winner the chance to win a Connie Sofa Set from our brand‑new Spirited Scandi collection.

✨ The prize includes: 1 x Connie 3 Seater Sofa and 1 x Connie 2 Seater Sofa, both in our beautiful ‘Golden’ fabric.

How to enter:

✅ Like this post
✅ Follow @barkerandstonehouse
✅ Tag a friend who’d love this sofa set

No purchase necessary. Giveaway closes: 22nd April 2026 at 11:59pm. Winner will be chosen at random and contacted by DM from our official @barkerandstonehouse account within 3 days of closing. Open to mainland UK residents aged 18 or over.
T&Cs apply – see our website for full details.

This promotion is not sponsored, endorsed or administered by, or associated with, Instagram.

Good luck! 🤍",0,"04/08/2026 10:01",https://www.instagram.com/p/DW4NhyOCRHU/,"IG image",,Lifetime,18520,1728,211,2215,165,7789,452
17920801641123952,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Step into our Spirited Scandi look 🌻

Thoughtful shapes meet playful pops of colour for a fresh, feel‑good take on Scandinavian design.",0,"04/07/2026 10:30",https://www.instagram.com/p/DW1sHI-mkwf/,"IG carousel",,Lifetime,5108,57,8,0,6,2441,1
18160027351390344,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Explore Spirited Scandi, where thoughtful shapes and playful additions of colour bring a fun, feel-good energy 🌿

Warm woods, sculptural shapes and bold textures bring spaces to life, creating rooms that are both stylish and inviting.",15,"04/06/2026 09:00",https://www.instagram.com/reel/DWy9ADsOPmN/,"IG reel",,Lifetime,14226,125,5,4,29,10597,197
17884849428497789,17841406490256422,queensburycoffee,"The Queensbury Coffee House","Plot twist… your new favourite coffee spot is inside a furniture store 👀 Sip your coffee, plan your dream home, and soak up all the cosy vibes ✨ @barkerandstonehouse 

#coffeeshop #Hove #Guildford #coffeetime 
homedecor",0,"04/06/2026 03:29",https://www.instagram.com/p/DWyWlv2CFU0/,"IG image",,Lifetime,2858,27,2,0,0,,
18095130512041982,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Al fresco season is officially here 🌿🍊

Make your garden the ultimate spring hosting spot with our new outdoor furniture collection, now with up to 20% off plus free delivery!",20,"04/05/2026 01:00",https://www.instagram.com/reel/DWvhQRWO7Py/,"IG reel",,Lifetime,19680,171,8,6,18,14208,244
18118799050726758,17841401651774098,miss_fash,"Bolutife O","I thought our dining room was complete... until I found the missing piece. 🥹✨

ad| It’s the Lowen Sideboard from @barkerandstonehouse and she is a total work of art! I’m obsessed with the contrast between the brushed grey elm and that solid marble top. It’s added so much storage to the room without feeling bulky at all.

At 76cm tall, it’s also the perfect height to double as a serving station when we host. I already know she’s going to be working overtime with all the summer plans we have! 🥂 

The big question: Are you team ‘display cabinet’ or team ‘hide it all away’?🤭👇🏾

#sideboardstyling #diningroomgoals #storageideas #luxuryminimalism #modernsideboard",20,"04/04/2026 03:08",https://www.instagram.com/reel/DWtLEX7AiZL/,"IG reel",,Lifetime,53207,470,29,85,0,,
18085282913013190,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Trend Talk: Modern Minded 🎙️

We’re diving into all things Modern Minded with our Visual Merchandiser, Izzy.

From neutral palettes to minimal styling, she shares her favourite pieces and go-to design tips🪄",76,"04/03/2026 10:30",https://www.instagram.com/reel/DWrY58dOgVA/,"IG reel",,Lifetime,3256,43,10,1,1,2627,4
18093857831118921,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Last call to claim your scratchcards! 📢

Everyone's a winner, so pop into store this weekend with your scratchcard in hand to see what you've won. There's still many huge prizes to claim, including 7 x £5,000 vouchers, luxury hampers, free delivery, £100 vouchers, interior design consultations and more!",0,"04/03/2026 01:01",https://www.instagram.com/p/DWqXvxumlGH/,"IG carousel",,Lifetime,7711,30,1,1,1,4227,0
18048393149536829,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","The sofa is the heart of the home 🏠 Whether you’re reclining alone in splendour or entertaining your social circle, Lomax lets you lounge your way.

With multiple sizes, colours and modular configurations, the Lomax collection allows you to tailor a sofa perfectly suited to your space and lifestyle.",0,"04/02/2026 08:07",https://www.instagram.com/p/DWojwz6jCvT/,"IG carousel",,Lifetime,4677,29,5,2,4,2487,1
18111737497747454,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Take a closer look at Modern Minded 🤍

Soft layers, calming neutrals and subtle contrasts come together to create spaces that feel effortlessly considered. 

Sculptural side tables, stylish bar carts, and curvaceous mirrors add fluidity, character, and luxurious style to modern neutral interiors.",0,"04/01/2026 10:01",https://www.instagram.com/p/DWmMB5Wjm6t/,"IG carousel",,Lifetime,4587,51,7,2,12,2264,0
18121316143625089,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Discover our brand new Modern Minded look this spring, where minimalism meets neutral palettes and subtle contrast 🤍

Liveable luxury comes to life with gentle washes of colour and fresh spring energy.",15,"03/31/2026 10:00",https://www.instagram.com/reel/DWjnHFPu73w/,"IG reel",,Lifetime,15723,104,17,5,26,12175,174
18077028770440270,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Introducing: The Curtain Twitchers

There’s a delivery at number 46 and the neighbours can’t wait to see what’s arrived… 👀

Starring our real delivery drivers Colin and Lewis, appearing in a home near you soon!

Celebrate 80 years of us this spring, with up to 19.46% off furniture.

Is your house a Barker and Stonehouse?",30,"03/30/2026 10:00",https://www.instagram.com/reel/DWhCXq-OwvB/,"IG reel",,Lifetime,46108,373,114,10,20,32987,255
18004297490887603,17841456245250005,the_jolly_reno,"The Jolly Reno • John & Molly","Ad/Pr  Our love language? Interiors 🏠

That’s why when @barkerandstonehouse invited us to pop by to join in the birthday celebrations we ended up staying all day!

We even ordered something… can you guess what? 🤔

#birthday #interiors #vlog #spendthedaywithme",44,"03/29/2026 22:51",https://www.instagram.com/reel/DWf1jsxjL-6/,"IG reel",,Lifetime,22178,310,3,66,0,,
18075857699181422,17841400955200348,sarahinsurrey,"SARAH PARKER","ad/pr. When these pieces from @barkerandstonehouse are living in your head rent free - I had to check them out! 🛍️🏡 ✨

Come with me to take a look around my local concept store in Guildford, Surrey, who are currently celebrating 80 years and offering up to 19.46% off online and instore right now. ✨ Plus if you visit before 6th April you can enjoy some treats while you browse and win some fun prizes and further discounts off your purchases. 

What do you think of this snuggle seat then? 🧡🧡🧡 I can assure you it’s as cosy as it looks. 

Featured back home: 
*Natural Textured Tall Vase 
*Magnolia Branch
*Olive bobble trinket bowl
*Wooden Tray 
Ullswater Sofa in Olive 
Ullswater Footstall 

*ad/pr items / pr visit",80,"03/29/2026 22:40",https://www.instagram.com/reel/DWf0czLxzN0/,"IG reel",,Lifetime,10351,85,10,16,0,,
17881153470504454,17841407478796044,east_shore_home,"Ashley | Home, Garden & DIY","Ad Warning‼️ Watching this will have you wanting to totally redecorate! Happy 80th birthday to @barkerandstonehouse being a north east girlie myself I couldn’t pass up on the opportunity to celebrate with them on their home turf. Founded back in 1946 this family run business opened their first store in Stockton and has since gone on to grow nationwide. Honestly, I can see why too, with such stylish furniture and accessories. Now I’m mentally redesigning every room in my home 🫣 

#barkerandstonehouse #homefurnitureanddesign #homefurniture #homedecorlover",13,"03/29/2026 11:42",https://www.instagram.com/reel/DWenXMjCj7o/,"IG reel",,Lifetime,20373,186,21,64,0,,
17865166782608903,17841475130232607,homebydaniellex,Danielle,"Celebrating 80 years of @barkerandstonehouse 🤍🥂✨

What a gorgeous event! I absolutely loved exploring all the new collections you had in store, they are absolutely beautiful. Thank you so much for inviting me 🫶🏼 

PR Event 

#ad #barkerandstonehouse #homeinspo #homedesign #homestylinginspo",0,"03/29/2026 10:44",https://www.instagram.com/p/DWeijHujYpN/,"IG carousel",,Lifetime,30470,529,10,50,0,,
17881046736516492,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","We kicked off our 80th birthday celebrations in style yesterday ✨

Thank you to everyone who joined us for cupcakes, prizes and a first look at our brand new spring collections 🌸🥂

And the party’s not over yet…who's ready for more fun today?",0,"03/29/2026 01:01",https://www.instagram.com/p/DWdfxImlA8e/,"IG carousel",,Lifetime,30882,180,11,3,4,16869,0
18094168390875025,17841470052833390,monkeymews_,"Imogen | MonkeyMews","Celebrating 80 years of @barkerandstonehouse 🥂✨

Loved exploring the new collections in-store, so many beautiful pieces. The prosecco, cupcakes, voucher & @my.lymingtonhome made it even better 👀

Perfect spot for some Spring home inspo 💛I also need the lamp in the 4th photo!

PR event

#ad #homedecor #barkerandstonehouse #homeinspo #homestyle",0,"03/28/2026 23:15",https://www.instagram.com/p/DWdQ0lZiLtS/,"IG carousel",,Lifetime,22929,314,3,133,0,,
18063053807465110,17841434051990545,my.lymingtonhome,"Shannon • Home DIY & Lifestyle 🤍","Celebrate @barkerandstonehouse 80th Birthday with us! 🤍

We had the pleasure of exploring all of the beautiful interiors as well as a prosecco or two 🤪

You can still go down and celebrate with them across the weekend!",17,"03/28/2026 07:06",https://www.instagram.com/reel/DWbkqQVDUKn/,"IG reel",,Lifetime,14658,188,6,62,0,,
18395804665153072,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","80 years of us ✨

Join us in store today to celebrate our 80th year and the launch of our brand new spring collection 💐

The celebrations continue all weekend! Who’s coming along? 🥂",32,"03/28/2026 04:49",https://www.instagram.com/reel/DWbVErMDE-Y/,"IG reel",,Lifetime,9366,139,20,9,4,6385,2
17982186830988786,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Join us in celebrating our 80th anniversary this spring! Save up to 19.46% off our latest collections, in-store and online.",0,"03/28/2026 01:00",https://www.instagram.com/p/DWa66BRGlaI/,"IG image",,Lifetime,7402,65,7,5,4,4924,2
18346221514243144,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Our spring collection is here! Step into the new season with fresh silhouettes, refined textures, and effortless style.

Join us in store this weekend for the launch of our new spring collection and our 80th birthday celebrations.",0,"03/27/2026 02:01",https://www.instagram.com/p/DWYdEWaFGwu/,"IG carousel",,Lifetime,6344,34,5,0,3,3255,0
18126346618602817,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","The making of our Spring brochure 🌸

Early starts, endless coffee runs, and just one more shot…

But the real magic? The people behind the camera (and in front of it) bringing every moment to life.

Here’s a little glimpse behind the scenes as our spring story comes together ✨",36,"03/26/2026 11:00",https://www.instagram.com/reel/DWW2Ah6uQus/,"IG reel",,Lifetime,3905,68,6,5,1,2904,2
18098234890819840,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Our spring brochure has landed 📢
 
Inside you’ll discover our new seasonal looks, designed to inspire every room of your home. From statement living spaces to beautifully considered bedrooms and dining rooms made for entertaining, it’s our most exciting collection yet…
 
And, for the first time, find inside a scratchcard with a guaranteed prize for every customer! Don’t forget to scratch it in store to see what you’ve won🏆
 
Have you got your copy yet?",28,"03/25/2026 11:00",https://www.instagram.com/reel/DWURMHAO0xx/,"IG reel",,Lifetime,4544,58,13,2,1,3397,0
18450163633110019,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","It all started in 1946 🏠

It’s lovely to mark this moment in time with a nod toward both past and future. But choosing special moments from the last 80 years isn’t at all easy because there have been just so many of them.

So, here are just a handful of highlights with some founder’s faces, some famous faces and some future faces. All are special in their own right and all have and will make their mark on our history.",0,"03/24/2026 11:01",https://www.instagram.com/p/DWRsg5ElEQu/,"IG carousel",,Lifetime,5425,79,8,1,2,2175,0
18116212846564859,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Happy 80th birthday to us! 🎂

This year, we’re celebrating 80 years of helping customers create homes they love. While our story began eight decades ago, our focus has always been on the here and now and what’s next.

Join us for fizz and more in store on Saturday 28th and Sunday 29th March 2026 as we launch Spring and celebrate our 80th anniversary in style.",0,"03/23/2026 10:01",https://www.instagram.com/p/DWPA3crGonO/,"IG carousel",,Lifetime,17175,162,18,20,13,8747,2
17966147796030236,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Enjoy up to 20% off garden furniture with free delivery 🌿

Designed for dining, lounging, and everything in between.",0,"03/21/2026 04:01",https://www.instagram.com/p/DWJN_ZHGvy0/,"IG carousel",,Lifetime,6114,44,1,0,6,2946,2
18122764444606719,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","If you’ve been thinking about adding more colour to your home, this is your sign 🌈

Go bold with floor to ceiling colour and eye-catching artwork, or add a pop of pattern with a statement accent chair.",0,"03/20/2026 04:00",https://www.instagram.com/p/DWGpI7pmsHC/,"IG image",,Lifetime,4226,29,0,1,3,2715,0
17897882163264031,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Meal times are more stylish with our Oberon dining table 🍽️

Thanks for sharing @therobinsons_home!

Is your home styled with Barker and Stonehouse? Tag us in your posts for the chance to be featured.",0,"03/18/2026 10:25",https://www.instagram.com/p/DWCLmdGlHve/,"IG image",,Lifetime,4292,34,4,4,6,2670,1
17884889160465406,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Meet the Zuberi dining range 🤎✨

Crafted from natural mango wood and defined by its soft, sculpted curves, Zuberi brings warmth, texture and effortless style into your space.",0,"03/16/2026 08:50",https://www.instagram.com/p/DV83Jb4FM_s/,"IG carousel",,Lifetime,5642,34,3,1,13,2815,0
18000165185906626,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Hanging chair season is officially back 🌿☀️

Welcome to your new favourite garden spot. If you had to pick just one, which would it be?",0,"03/14/2026 03:30",https://www.instagram.com/p/DV3I8AzluVo/,"IG carousel",,Lifetime,5659,32,1,2,6,2967,1
18104059258911593,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","It’s back 🎉 Enjoy up to 20% off when you purchase 4 or more dining chairs; the perfect excuse to refresh your dining space in style.

Swipe to discover some of our favourite picks ✨",0,"03/11/2026 09:01",https://www.instagram.com/p/DVwAXn4DI1f/,"IG carousel",,Lifetime,3693,25,0,0,2,1930,1
17897048322265914,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","This is your sign to upgrade your living room 🤍

Our Floyd Corner Sofa is all about laid-back comfort and effortless style; the perfect spot to sink in and stretch out.",0,"03/09/2026 10:25",https://www.instagram.com/p/DVrAdytmtgE/,"IG carousel",,Lifetime,4948,41,2,0,4,2491,0
18081557069366795,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","A fresh spin on outdoor living 🌼

Discover our brand new garden collection for 2026. From textural rattan for a modern county garden to refined wood designs for a holiday vibe, find your perfect outdoor moment.

Shop the collection now with up to 20% off.",7,"03/07/2026 09:00",https://www.instagram.com/reel/DVlzcJokSF2/,"IG reel",,Lifetime,2300,14,2,0,1,2060,1
17937248862079272,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Our sofas, your homes 🏠

Swipe to see the sofas you've been loving lately.

@mariahaslien
@montrose.terrace
@the_jolly_reno
@atjadeshouse
@chaosonthecrescent_
@hoppshouse

Is your house a Barker and Stonehouse? Tag us in your posts to be featured!",0,"03/06/2026 09:25",https://www.instagram.com/p/DVjSFf7mu94/,"IG carousel",,Lifetime,14952,120,6,1,20,7133,0
18074354780423115,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Did you know March is National Bed Month? 🛏️✨

To celebrate, we’re showcasing some of our favourite bedroom looks, and they all have one thing in common: a beautifully crafted bed frame that brings the whole space together. From timeless classics to modern statement pieces, the right bed transforms your room into the ultimate sleep sanctuary.

Ready to refresh your bedroom? Discover your perfect bed frame today and create a space you’ll love to wake up in 💭💤",0,"03/03/2026 09:40",https://www.instagram.com/p/DVblaZgjLW9/,"IG carousel",,Lifetime,6147,37,3,1,7,3340,1
18080361059340619,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Spring starts here 🌿🌼

Our 2026 Garden Collection has arrived! Discover beautifully crafted outdoor furniture designed for comfort, style, and lasting durability. From spacious corner sofas made for hosting to charming bistro sets perfect for cosy al fresco moments, every piece brings effortless elegance to outdoor living.

Shop the collection now with up to 20% off.",0,"03/02/2026 02:00",https://www.instagram.com/p/DVYL_0JmhHU/,"IG carousel",,Lifetime,6547,29,5,3,0,3601,0
18074404700128908,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Looking for real-life dining room inspiration? You’ve just found it ✨🍽️

@life_at_the_lodge
@intheavenue_
@amelias.lifestyle.x
@our2025foreverhome
@homebyamyx

Is your home styled with Barker and Stonehouse? Tag us in your posts for the chance to be featured.",0,"02/28/2026 09:01",https://www.instagram.com/p/DVTygWRGmN6/,"IG carousel",,Lifetime,4745,29,1,3,7,2279,1
17941914396126463,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Meet the G Plan Winchester bedroom range, where timeless craftsmanship meets effortless mid-century style✨",0,"02/25/2026 09:22",https://www.instagram.com/p/DVMGgtBDYT3/,"IG carousel",,Lifetime,4761,24,2,0,4,2373,1
17984933429958312,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Terracotta and blue = the perfect colour combination 😍

Thanks for sharing @mariahaslien

Is your house a Barker and Stonehouse? Don't forget to tag us in your posts!",0,"02/22/2026 06:40",https://www.instagram.com/p/DVEFrWxlMkS/,"IG carousel",,Lifetime,11892,171,18,2,42,5862,0
18066705104262903,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","The perfect balance of comfort and style ✨

The Montgomery sofa doesn’t just look the part; it’s thoughtfully designed for the way you live. With smooth power recline and adjustable headrests, built-in USB charging and sink-in, cloud-like comfort, it’s luxury you can truly relax into.",0,"02/20/2026 10:02",https://www.instagram.com/p/DU_TKySmjjM/,"IG carousel",,Lifetime,5438,35,4,0,8,2847,0
17851101063635254,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Soft curves, warm oak tones and the cutest accessory ✨

Our Cecile dressing table is the perfect addition to @the.stoneham's bedroom.

Is your house a Barker and Stonehouse? Tag us in your posts to be featured!",0,"02/18/2026 09:30",https://www.instagram.com/p/DU6F649GrOU/,"IG image",,Lifetime,4246,41,3,2,8,2656,0
18094226074789764,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","One table, styled two ways ✨

Soft neutrals for a calm, timeless feel, or a bold pop of colour to make a statement.

Which look would you choose?",0,"02/17/2026 09:55",https://www.instagram.com/p/DU3j_lSjmnY/,"IG carousel",,Lifetime,4948,32,3,1,0,2376,0
18329571532175542,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Styling a cosy night in 💐💘

Set the scene for staying in, with soft touches, something sweet and a seat that’s perfect for sharing…",28,"02/14/2026 01:30",https://www.instagram.com/reel/DUu70vXDgpQ/,"IG reel",,Lifetime,7312,132,23,13,16,5895,5
17910526077319509,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Forever in style 🤎

A leather sofa never goes out of fashion, it just gets better with age. Classic, lived-in, and still right on trend.

Shop styles such as the Epping, now in our Winter Sale.",0,"02/12/2026 09:55",https://www.instagram.com/p/DUqsBRrlpqS/,"IG carousel",,Lifetime,8442,41,0,0,7,3648,0
17877204516396493,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","From sculptural silhouettes to bold prints and tactile textures, our statement chairs bring personality to every room. Perfect for a new-season refresh ✨",0,"02/11/2026 10:30",https://www.instagram.com/p/DUoLPnfGjgq/,"IG carousel",,Lifetime,7599,31,1,0,4,2917,1
18087209840326943,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","The Lomax sofa, in detail 🤍

Combining clean lines, a soft neutral fabric, and a contemporary modular design, the Lomax is made to stretch out and stay awhile.",0,"02/08/2026 08:55",https://www.instagram.com/p/DUgR-ZOmpAq/,"IG carousel",,Lifetime,8532,33,8,0,6,3126,4
18087696686150641,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","We’re having a spring clean ✨

Save up to 60% off sofas, dining and more in store this weekend. When they’re gone, they’re gone so be quick!

Our drivers are already on standby so get the kettle on, we’ll be round in a flash ☕️",10,"02/06/2026 00:56",https://www.instagram.com/reel/DUaQD8gDCP9/,"IG reel",,Lifetime,14396,76,39,0,5,21455,1
18561584905043966,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Save up to 20% off timeless Ercol furniture this winter ❄️ 

Renowned for its craftsmanship, natural materials, and classic style, discover beautifully made pieces including the iconic Stack coffee table.",0,"02/04/2026 09:45",https://www.instagram.com/p/DUWEhhyEmwe/,"IG carousel",,Lifetime,7358,24,0,0,5,2036,0
18031812191586959,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","2026 is all about curves 💫

Get the look with our Capella table, where soft lines meet statement design.",0,"02/03/2026 10:02",https://www.instagram.com/p/DUThnktERSf/,"IG carousel",,Lifetime,8218,43,5,3,4,2734,1
17847836262657441,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","One click closer to comfort ☁️✨

Our Lomax sofa is all about space, comfort and effortless style. This generously sized corner sofa, finished in a beautifully neutral textured fabric, is made for relaxed, lived-in living.

Shop the Lomax sofa now in our Winter Sale!",7,"02/01/2026 10:30",https://www.instagram.com/reel/DTvhxaTDFqS/,"IG reel",,Lifetime,3911,52,12,3,11,2788,4
17847180111643878,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","The art of shelf styling 🌿🏺

There’s no “right” way to style a shelf, but a few simple tips can help create a balanced, cohesive look. Think curated, not cluttered - mix scales, textures, and personal pieces that tell a story.

Swipe for some shelf styling inspiration!",0,"01/30/2026 08:50",https://www.instagram.com/p/DUJGR-PFEUk/,"IG carousel",,Lifetime,9184,33,0,0,7,2216,0
18082501367225379,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Where storage meets style ✨

The Fuji sideboard turns everyday storage into a design statement, with its sculptural fluted finish and refined marble top.",0,"01/29/2026 10:01",https://www.instagram.com/p/DUGpoUlid1z/,"IG image",,Lifetime,9606,14,1,0,0,3630,0
18383647192158787,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","A quiet corner, perfected 🤍 We love how @marstonhome_ has styled our Talbot armchair in this beautiful space.

Is your house a Barker and Stonehouse? Tag us in your posts to be featured!",0,"01/28/2026 09:15",https://www.instagram.com/p/DUD_g1hDCyz/,"IG image",,Lifetime,8636,43,1,0,9,2542,1
17905337520179845,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Make WFH days effortlessly stylish with our Tigris and Tasso desks ✨ Which look would you choose?",0,"01/26/2026 07:01",https://www.instagram.com/p/DT-mm4AkqYn/,"IG carousel",,Lifetime,9989,39,2,2,10,2587,1
18090986350972711,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","The details that make the sofa 🧡

From soft chenille fabric to perfectly plump cushions and a bold yet laid back design, it's easy to see why the Hoxton is a firm favourite.",0,"01/25/2026 01:00",https://www.instagram.com/p/DT7Yc82jFW7/,"IG carousel",,Lifetime,10502,31,7,1,9,2730,0
18096645721904712,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Unbox our Hollis chair with @_katiepeakehome

Featuring a solid wood frame and soft cream upholstery, it’s the perfect combination of comfort and style",21,"01/23/2026 09:35",https://www.instagram.com/reel/DT0lGFxDKH1/,"IG reel",,Lifetime,16248,79,2,5,23,10391,0
18106014217665986,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Cosy, but make it colourful 👌

Our Lucerne range blends warm wood and soft upholstery to create a bedroom that feels inviting and refined. We’ve styled it with pops of pink and green, bold patterns and rich textures, for a space that feels vibrant, layered and full of winter warmth.

Shop the Lucerne bedroom range now with up to 25% off in our Winter Sale!",22,"01/22/2026 02:05",https://www.instagram.com/reel/DUObQ4bDEtU/,"IG reel",,Lifetime,6436,51,10,3,8,4837,2
18304375837281328,17841407240977131,no14hectorshouse,"Jade Watkins","ad | Embracing a slow January☁️
After a busy end to the year renovating the playroom and finally finishing our new bedroom, it’s time to enjoy this cosy space. We chose some beautiful pieces from @barkerandstonehouse and couldn’t be happier with the quality. The perfect finishing touches to our newly renovated bedroom🤎

•Cecile Bed 
•Cecile Bedside tables 
•Cushions 
•Mango wood Floor lamp 
•Potted faux Olive tree 
•Tall Bobbin Table lamp 

You can shop many of these pieces in the Barker and Stonehouse Winter sale!
#barkerandstonehouse #bedroomrenovation #mycosyspace",25,"01/18/2026 10:47",https://www.instagram.com/reel/DTqZwlZjPPA/,"IG reel",,Lifetime,94630,1357,158,90,0,90301,141
17892769194401312,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Fuji in detail ✨

Our Fuji table combines warm wood and sleek marble for a perfectly balanced statement piece.

Shop the Fuji table now in our Winter Sale!",0,"01/16/2026 08:55",https://www.instagram.com/p/DTlDusbE1CA/,"IG carousel",,Lifetime,13856,25,1,1,6,2723,1
18088291822970419,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","A statement in colour 🧡

Our Hoxton sofa brings a vibrant pop of orange, styled beautifully with warm woods and contrasting blues.

Shop sofas now with up to 25% off in our Winter Sale!",13,"01/14/2026 10:30",https://www.instagram.com/reel/DSxuqaUjMR0/,"IG reel",,Lifetime,23791,116,26,4,43,18098,403
18149483785448417,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Step inside the new Barker and Stonehouse store at @jarroldnorwich and discover beautifully crafted furniture, inspiring interiors, and some of our most loved brands, all under one roof.

From statement sofas to timeless dining pieces, this new space is designed to spark ideas for every room in your home.

Have you visited yet?",0,"01/14/2026 06:32",https://www.instagram.com/p/DTfpxGAkZVZ/,"IG carousel",,Lifetime,17807,48,6,0,3,79448,2
18297976207279877,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Our Niko sofa bed has transformed @leopard_print_stairs spare room into the perfect guest-ready retreat ✨ Comfort, style, and sleep sorted.",0,"01/12/2026 10:26",https://www.instagram.com/p/DTa63DGEzNL/,"IG carousel",,Lifetime,19607,21,2,1,8,4434,1
17979304211957207,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Take a peek at what’s waiting for you in our clearance event this weekend! 

Discover last-chance pieces and one-of-a-kind treasures in every store, all with an extra 10% off already-reduced prices. Pop into your nearest store and snap them up before they’re gone.",30,"01/10/2026 00:30",https://www.instagram.com/reel/DTUtI-_jDcA/,"IG reel",,Lifetime,7770,33,10,0,6,5997,1
18064472057633778,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","What we see vs what you see 👀

From styling to the final shot, take a peek at how we bring our looks to life!",21,"01/08/2026 10:30",https://www.instagram.com/reel/DTLenpXjCFO/,"IG reel",,Lifetime,4665,57,8,3,9,3739,0
18070787233963021,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Workspace goals 📚🌿

Natural wood textures, soft lighting, and a few green touches make all the difference to creativity and productivity.

Tap to shop the Olav desk now in our Summer Sale!",0,"07/03/2025 08:01",https://www.instagram.com/p/DLpmDNhtpkC/,"IG carousel",,Lifetime,20606,28,0,0,9,2807,0
18214459408306933,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","Summer styling made simple with light, airy neutrals ☁️🌾

Soft tones, natural textures and sun-kissed spaces that feel as calm as a costal breeze.",24,"07/01/2025 10:00",https://www.instagram.com/reel/DLkqHtEMH0S/,"IG reel",,Lifetime,4257,44,3,3,15,3566,0
18125138608535615,17841400079643420,barkerandstonehouse,"Barker and Stonehouse","If your bedroom could use a reset, this is your sign 💤

From swapping in a statement bedframe to layering cosy textures, here are 5 easy ways to transform your sleep space in 2026.

#newyearbedroom #newyearnewbedroom",0,"01/06/2026 09:40",https://www.instagram.com/p/DTLY7guk9sS/,"IG carousel",,Lifetime,16561,23,0,2,4,3745,0
